State,County,Percent_COPD,Quartile
New York,Erie,6.5,6.1 - 7.0
New York,Livingston,6.5,6.1 - 7.0
New York,Warren,6.5,6.1 - 7.0
North Carolina,Davie,6.5,6.1 - 7.0
North Carolina,Johnston,6.5,6.1 - 7.0
North Carolina,Lincoln,6.5,6.1 - 7.0
Ohio,Geauga,6.5,6.1 - 7.0
Ohio,Hamilton,6.5,6.1 - 7.0
Oklahoma,Logan,6.5,6.1 - 7.0
Oklahoma,McClain,6.5,6.1 - 7.0
Oklahoma,Oklahoma,6.5,6.1 - 7.0
Oklahoma,Tulsa,6.5,6.1 - 7.0
Oregon,Columbia,6.5,6.1 - 7.0
Oregon,Crook,6.5,6.1 - 7.0
Oregon,Jackson,6.5,6.1 - 7.0
Oregon,Tillamook,6.5,6.1 - 7.0
Pennsylvania,Lackawanna,6.5,6.1 - 7.0
South Dakota,Brule,6.5,6.1 - 7.0
South Dakota,Day,6.5,6.1 - 7.0
Texas,Bailey,6.5,6.1 - 7.0
Texas,Bell,6.5,6.1 - 7.0
Texas,Cameron,6.5,6.1 - 7.0
Texas,Chambers,6.5,6.1 - 7.0
Texas,Ector,6.5,6.1 - 7.0
Texas,Fisher,6.5,6.1 - 7.0
Texas,Glasscock,6.5,6.1 - 7.0
Texas,Lubbock,6.5,6.1 - 7.0
Texas,Somervell,6.5,6.1 - 7.0
Texas,Terrell,6.5,6.1 - 7.0
Texas,Winkler,6.5,6.1 - 7.0
Utah,Carbon,6.5,6.1 - 7.0
Virginia,Caroline,6.5,6.1 - 7.0
Virginia,Cumberland,6.5,6.1 - 7.0
Virginia,Northumberland,6.5,6.1 - 7.0
Virginia,Orange,6.5,6.1 - 7.0
Virginia,Lexington,6.5,6.1 - 7.0
Virginia,Richmond City,6.5,6.1 - 7.0
Washington,Cowlitz,6.5,6.1 - 7.0
Washington,Whitman,6.5,6.1 - 7.0
Wisconsin,Ashland,6.5,6.1 - 7.0
Wisconsin,Juneau,6.5,6.1 - 7.0
Wisconsin,Rusk,6.5,6.1 - 7.0
Alaska,Copper River,6.6,6.1 - 7.0
Alaska,North Slope,6.6,6.1 - 7.0
Alaska,Southeast Fairbanks,6.6,6.1 - 7.0
California,Butte,6.6,6.1 - 7.0
California,Yuba,6.6,6.1 - 7.0
Colorado,Rio Blanco,6.6,6.1 - 7.0
Colorado,Washington,6.6,6.1 - 7.0
Georgia,Catoosa,6.6,6.1 - 7.0
Georgia,Clarke,6.6,6.1 - 7.0
Georgia,Clayton,6.6,6.1 - 7.0
Idaho,Adams,6.6,6.1 - 7.0
Idaho,Bear Lake,6.6,6.1 - 7.0
Idaho,Cassia,6.6,6.1 - 7.0
Idaho,Lemhi,6.6,6.1 - 7.0
Idaho,Payette,6.6,6.1 - 7.0
Illinois,Logan,6.6,6.1 - 7.0
Illinois,Whiteside,6.6,6.1 - 7.0
Indiana,Porter,6.6,6.1 - 7.0
Iowa,Adair,6.6,6.1 - 7.0
Iowa,Allamakee,6.6,6.1 - 7.0
Iowa,Cherokee,6.6,6.1 - 7.0
Iowa,Jackson,6.6,6.1 - 7.0
Kansas,Atchison,6.6,6.1 - 7.0
Kansas,Chase,6.6,6.1 - 7.0
Kansas,Lincoln,6.6,6.1 - 7.0
Kansas,Meade,6.6,6.1 - 7.0
Kansas,Morton,6.6,6.1 - 7.0
Kansas,Osborne,6.6,6.1 - 7.0
Kansas,Pawnee,6.6,6.1 - 7.0
Kansas,Seward,6.6,6.1 - 7.0
Kentucky,Woodford,6.6,6.1 - 7.0
Louisiana,Jefferson,6.6,6.1 - 7.0
Michigan,Dickinson,6.6,6.1 - 7.0
Mississippi,Lafayette,6.6,6.1 - 7.0
Mississippi,Lamar,6.6,6.1 - 7.0
Montana,Chouteau,6.6,6.1 - 7.0
Montana,Granite,6.6,6.1 - 7.0
Montana,Musselshell,6.6,6.1 - 7.0
Montana,Pondera,6.6,6.1 - 7.0
Montana,Valley,6.6,6.1 - 7.0
New Mexico,Otero,6.6,6.1 - 7.0
New Mexico,Roosevelt,6.6,6.1 - 7.0
New York,Bronx,6.6,6.1 - 7.0
New York,Onondaga,6.6,6.1 - 7.0
New York,Tioga,6.6,6.1 - 7.0
North Carolina,Cumberland,6.6,6.1 - 7.0
North Carolina,Pitt,6.6,6.1 - 7.0
North Dakota,Eddy,6.6,6.1 - 7.0
Oklahoma,Beaver,6.6,6.1 - 7.0
Oklahoma,Rogers,6.6,6.1 - 7.0
Oklahoma,Wagoner,6.6,6.1 - 7.0
Oregon,Curry,6.6,6.1 - 7.0
Oregon,Marion,6.6,6.1 - 7.0
Pennsylvania,Franklin,6.6,6.1 - 7.0
Pennsylvania,Lebanon,6.6,6.1 - 7.0
Pennsylvania,Philadelphia,6.6,6.1 - 7.0
Pennsylvania,Wyoming,6.6,6.1 - 7.0
South Carolina,Horry,6.6,6.1 - 7.0
South Carolina,Kershaw,6.6,6.1 - 7.0
South Dakota,Butte,6.6,6.1 - 7.0
Tennessee,Rutherford,6.6,6.1 - 7.0
Texas,Fayette,6.6,6.1 - 7.0
Texas,Floyd,6.6,6.1 - 7.0
Texas,Goliad,6.6,6.1 - 7.0
Texas,Irion,6.6,6.1 - 7.0
Texas,Kaufman,6.6,6.1 - 7.0
Texas,Parmer,6.6,6.1 - 7.0
Texas,San Patricio,6.6,6.1 - 7.0
Texas,Washington,6.6,6.1 - 7.0
Utah,Duchesne,6.6,6.1 - 7.0
Vermont,Orleans,6.6,6.1 - 7.0
Virginia,Prince George,6.6,6.1 - 7.0
Virginia,Rockingham,6.6,6.1 - 7.0
Virginia,Southampton,6.6,6.1 - 7.0
Virginia,Norfolk,6.6,6.1 - 7.0
Virginia,Winchester,6.6,6.1 - 7.0
Wisconsin,Adams,6.6,6.1 - 7.0
Alabama,Elmore,6.7,6.1 - 7.0
Alabama,Lee,6.7,6.1 - 7.0
Alabama,Limestone,6.7,6.1 - 7.0
California,Kern,6.7,6.1 - 7.0
California,Tulare,6.7,6.1 - 7.0
Colorado,Kiowa,6.7,6.1 - 7.0
Colorado,Phillips,6.7,6.1 - 7.0
Delaware,Kent,6.7,6.1 - 7.0
Georgia,Bartow,6.7,6.1 - 7.0
Georgia,White,6.7,6.1 - 7.0
Idaho,Franklin,6.7,6.1 - 7.0
Illinois,Adams,6.7,6.1 - 7.0
Illinois,Hancock,6.7,6.1 - 7.0
Illinois,Jasper,6.7,6.1 - 7.0
Illinois,LaSalle,6.7,6.1 - 7.0
Illinois,Lee,6.7,6.1 - 7.0
Illinois,Rock Island,6.7,6.1 - 7.0
Illinois,Scott,6.7,6.1 - 7.0
Illinois,Shelby,6.7,6.1 - 7.0
Indiana,Bartholomew,6.7,6.1 - 7.0
Iowa,Des Moines,6.7,6.1 - 7.0
Iowa,Franklin,6.7,6.1 - 7.0
Iowa,Greene,6.7,6.1 - 7.0
Iowa,O'Brien,6.7,6.1 - 7.0
Iowa,Wright,6.7,6.1 - 7.0
Kansas,Edwards,6.7,6.1 - 7.0
Kansas,Lyon,6.7,6.1 - 7.0
Kansas,Marshall,6.7,6.1 - 7.0
Kansas,Ottawa,6.7,6.1 - 7.0
Kansas,Phillips,6.7,6.1 - 7.0
Louisiana,Lafayette,6.7,6.1 - 7.0
Louisiana,West Feliciana,6.7,6.1 - 7.0
Massachusetts,Hampden,6.7,6.1 - 7.0
Michigan,Allegan,6.7,6.1 - 7.0
Michigan,Macomb,6.7,6.1 - 7.0
Michigan,Marquette,6.7,6.1 - 7.0
Mississippi,Hinds,6.7,6.1 - 7.0
Mississippi,Jackson,6.7,6.1 - 7.0
Missouri,Cass,6.7,6.1 - 7.0
Montana,Carter,6.7,6.1 - 7.0
Montana,Hill,6.7,6.1 - 7.0
Montana,Mineral,6.7,6.1 - 7.0
Montana,Powell,6.7,6.1 - 7.0
Nevada,Churchill,6.7,6.1 - 7.0
New Mexico,Curry,6.7,6.1 - 7.0
New York,Essex,6.7,6.1 - 7.0
New York,Madison,6.7,6.1 - 7.0
New York,Otsego,6.7,6.1 - 7.0
New York,Wayne,6.7,6.1 - 7.0
North Carolina,Alamance,6.7,6.1 - 7.0
North Carolina,Craven,6.7,6.1 - 7.0
North Carolina,Franklin,6.7,6.1 - 7.0
North Dakota,Towner,6.7,6.1 - 7.0
Ohio,Franklin,6.7,6.1 - 7.0
Ohio,Lake,6.7,6.1 - 7.0
Oregon,Linn,6.7,6.1 - 7.0
Oregon,Wasco,6.7,6.1 - 7.0
Pennsylvania,Union,6.7,6.1 - 7.0
South Carolina,McCormick,6.7,6.1 - 7.0
South Dakota,Gregory,6.7,6.1 - 7.0
Texas,Austin,6.7,6.1 - 7.0
Texas,Brazos,6.7,6.1 - 7.0
Texas,Burnet,6.7,6.1 - 7.0
Texas,Jim Hogg,6.7,6.1 - 7.0
Texas,Llano,6.7,6.1 - 7.0
Texas,Menard,6.7,6.1 - 7.0
Texas,Uvalde,6.7,6.1 - 7.0
Utah,Uintah,6.7,6.1 - 7.0
Virginia,Dinwiddie,6.7,6.1 - 7.0
Virginia,Staunton,6.7,6.1 - 7.0
Washington,Asotin,6.7,6.1 - 7.0
Washington,Stevens,6.7,6.1 - 7.0
Wisconsin,Forest,6.7,6.1 - 7.0
Wyoming,Big Horn,6.7,6.1 - 7.0
Alabama,Autauga,6.8,6.1 - 7.0
Alabama,Montgomery,6.8,6.1 - 7.0
California,Madera,6.8,6.1 - 7.0
Colorado,Jackson,6.8,6.1 - 7.0
Colorado,Sedgwick,6.8,6.1 - 7.0
Georgia,Camden,6.8,6.1 - 7.0
Georgia,Jones,6.8,6.1 - 7.0
Georgia,Lumpkin,6.8,6.1 - 7.0
Georgia,Peach,6.8,6.1 - 7.0
Georgia,Pickens,6.8,6.1 - 7.0
Georgia,Thomas,6.8,6.1 - 7.0
Idaho,Bingham,6.8,6.1 - 7.0
Idaho,Clark,6.8,6.1 - 7.0
Idaho,Idaho,6.8,6.1 - 7.0
Illinois,Bureau,6.8,6.1 - 7.0
Illinois,Kankakee,6.8,6.1 - 7.0
Illinois,Marshall,6.8,6.1 - 7.0
Illinois,Warren,6.8,6.1 - 7.0
Illinois,Williamson,6.8,6.1 - 7.0
Iowa,Emmet,6.8,6.1 - 7.0
Iowa,Humboldt,6.8,6.1 - 7.0
Iowa,Lee,6.8,6.1 - 7.0
Iowa,Mahaska,6.8,6.1 - 7.0
Iowa,Pocahontas,6.8,6.1 - 7.0
Iowa,Ringgold,6.8,6.1 - 7.0
Iowa,Woodbury,6.8,6.1 - 7.0
Kansas,Geary,6.8,6.1 - 7.0
Kansas,Reno,6.8,6.1 - 7.0
Kansas,Russell,6.8,6.1 - 7.0
Kentucky,Fayette,6.8,6.1 - 7.0
Maryland,Dorchester,6.8,6.1 - 7.0
Missouri,Christian,6.8,6.1 - 7.0
Missouri,Jackson,6.8,6.1 - 7.0
Nebraska,Keya Paha,6.8,6.1 - 7.0
New Mexico,Sierra,6.8,6.1 - 7.0
North Carolina,Catawba,6.8,6.1 - 7.0
North Carolina,Harnett,6.8,6.1 - 7.0
North Carolina,Hoke,6.8,6.1 - 7.0
North Carolina,Nash,6.8,6.1 - 7.0
North Carolina,Onslow,6.8,6.1 - 7.0
Ohio,Fairfield,6.8,6.1 - 7.0
Ohio,Wood,6.8,6.1 - 7.0
Oklahoma,Alfalfa,6.8,6.1 - 7.0
Oklahoma,Jackson,6.8,6.1 - 7.0
Oklahoma,Woods,6.8,6.1 - 7.0
Oregon,Jefferson,6.8,6.1 - 7.0
Oregon,Union,6.8,6.1 - 7.0
Pennsylvania,Perry,6.8,6.1 - 7.0
South Carolina,Spartanburg,6.8,6.1 - 7.0
South Dakota,Haakon,6.8,6.1 - 7.0
Tennessee,Montgomery,6.8,6.1 - 7.0
Texas,Andrews,6.8,6.1 - 7.0
Texas,Clay,6.8,6.1 - 7.0
Texas,Motley,6.8,6.1 - 7.0
Texas,Taylor,6.8,6.1 - 7.0
Texas,Victoria,6.8,6.1 - 7.0
Virginia,Louisa,6.8,6.1 - 7.0
Virginia,Middlesex,6.8,6.1 - 7.0
Virginia,Nelson,6.8,6.1 - 7.0
Virginia,Warren,6.8,6.1 - 7.0
Virginia,Lynchburg,6.8,6.1 - 7.0
Washington,Lewis,6.8,6.1 - 7.0
Washington,Yakima,6.8,6.1 - 7.0
Alaska,Hoonah-Angoon,6.9,6.1 - 7.0
Arkansas,Faulkner,6.9,6.1 - 7.0
California,Glenn,6.9,6.1 - 7.0
California,Humboldt,6.9,6.1 - 7.0
Colorado,Kit Carson,6.9,6.1 - 7.0
Colorado,Logan,6.9,6.1 - 7.0
Colorado,Moffat,6.9,6.1 - 7.0
Georgia,Lamar,6.9,6.1 - 7.0
Idaho,Boundary,6.9,6.1 - 7.0
Idaho,Custer,6.9,6.1 - 7.0
Idaho,Elmore,6.9,6.1 - 7.0
Idaho,Gooding,6.9,6.1 - 7.0
Idaho,Lincoln,6.9,6.1 - 7.0
Idaho,Power,6.9,6.1 - 7.0
Illinois,Macon,6.9,6.1 - 7.0
Illinois,Mercer,6.9,6.1 - 7.0
Illinois,Moultrie,6.9,6.1 - 7.0
Illinois,Stephenson,6.9,6.1 - 7.0
Iowa,Clayton,6.9,6.1 - 7.0
Iowa,Clinton,6.9,6.1 - 7.0
Iowa,Tama,6.9,6.1 - 7.0
Iowa,Webster,6.9,6.1 - 7.0
Kansas,Linn,6.9,6.1 - 7.0
Kansas,Neosho,6.9,6.1 - 7.0
Kansas,Stevens,6.9,6.1 - 7.0
Louisiana,Orleans,6.9,6.1 - 7.0
Louisiana,West Baton Rouge,6.9,6.1 - 7.0
Maryland,Garrett,6.9,6.1 - 7.0
Massachusetts,Bristol,6.9,6.1 - 7.0
Michigan,Jackson,6.9,6.1 - 7.0
Michigan,Lapeer,6.9,6.1 - 7.0
Michigan,Monroe,6.9,6.1 - 7.0
Mississippi,Warren,6.9,6.1 - 7.0
Missouri,Andrew,6.9,6.1 - 7.0
Missouri,Osage,6.9,6.1 - 7.0
Nebraska,Franklin,6.9,6.1 - 7.0
Nebraska,Kimball,6.9,6.1 - 7.0
Nevada,Elko,6.9,6.1 - 7.0
Nevada,Humboldt,6.9,6.1 - 7.0
Nevada,Lincoln,6.9,6.1 - 7.0
Nevada,Pershing,6.9,6.1 - 7.0
Nevada,White Pine,6.9,6.1 - 7.0
New Mexico,Union,6.9,6.1 - 7.0
North Carolina,Granville,6.9,6.1 - 7.0
North Carolina,Haywood,6.9,6.1 - 7.0
North Carolina,Lee,6.9,6.1 - 7.0
North Carolina,Pamlico,6.9,6.1 - 7.0
North Carolina,Watauga,6.9,6.1 - 7.0
Oklahoma,Grady,6.9,6.1 - 7.0
Oklahoma,Kingfisher,6.9,6.1 - 7.0
Oregon,Baker,6.9,6.1 - 7.0
Oregon,Gilliam,6.9,6.1 - 7.0
Pennsylvania,Elk,6.9,6.1 - 7.0
Pennsylvania,Erie,6.9,6.1 - 7.0
Pennsylvania,Lycoming,6.9,6.1 - 7.0
Pennsylvania,Wayne,6.9,6.1 - 7.0
South Carolina,Jasper,6.9,6.1 - 7.0
Texas,Callahan,6.9,6.1 - 7.0
Texas,Hidalgo,6.9,6.1 - 7.0
Texas,Johnson,6.9,6.1 - 7.0
Texas,Kinney,6.9,6.1 - 7.0
Texas,Lampasas,6.9,6.1 - 7.0
Texas,Mills,6.9,6.1 - 7.0
Texas,Moore,6.9,6.1 - 7.0
Texas,Pecos,6.9,6.1 - 7.0
Texas,Reeves,6.9,6.1 - 7.0
Texas,Smith,6.9,6.1 - 7.0
Texas,Upton,6.9,6.1 - 7.0
Virginia,Augusta,6.9,6.1 - 7.0
Virginia,Newport News,6.9,6.1 - 7.0
Wyoming,Hot Springs,6.9,6.1 - 7.0
Wyoming,Weston,6.9,6.1 - 7.0
Alabama,Tuscaloosa,7.0,6.1 - 7.0
Alaska,Haines,7.0,6.1 - 7.0
Arizona,Graham,7.0,6.1 - 7.0
Arkansas,Washington,7.0,6.1 - 7.0
California,Siskiyou,7.0,6.1 - 7.0
Colorado,Fremont,7.0,6.1 - 7.0
Colorado,Prowers,7.0,6.1 - 7.0
Georgia,Carroll,7.0,6.1 - 7.0
Georgia,Gilmer,7.0,6.1 - 7.0
Georgia,Union,7.0,6.1 - 7.0
Idaho,Minidoka,7.0,6.1 - 7.0
Illinois,De Witt,7.0,6.1 - 7.0
Illinois,Ford,7.0,6.1 - 7.0
Illinois,Stark,7.0,6.1 - 7.0
Indiana,Allen,7.0,6.1 - 7.0
Indiana,Brown,7.0,6.1 - 7.0
Indiana,Dubois,7.0,6.1 - 7.0
Indiana,Floyd,7.0,6.1 - 7.0
Indiana,Monroe,7.0,6.1 - 7.0
Indiana,Posey,7.0,6.1 - 7.0
Indiana,St. Joseph,7.0,6.1 - 7.0
Indiana,Tippecanoe,7.0,6.1 - 7.0
Iowa,Crawford,7.0,6.1 - 7.0
Iowa,Fayette,7.0,6.1 - 7.0
Iowa,Keokuk,7.0,6.1 - 7.0
Iowa,Monona,7.0,6.1 - 7.0
Iowa,Page,7.0,6.1 - 7.0
Kansas,Brown,7.0,6.1 - 7.0
Kansas,Cloud,7.0,6.1 - 7.0
Kansas,Rawlins,7.0,6.1 - 7.0
Kansas,Stanton,7.0,6.1 - 7.0
Kansas,Woodson,7.0,6.1 - 7.0
Kentucky,Campbell,7.0,6.1 - 7.0
Kentucky,Scott,7.0,6.1 - 7.0
Louisiana,St. John the Baptist,7.0,6.1 - 7.0
Michigan,Berrien,7.0,6.1 - 7.0
Michigan,Ionia,7.0,6.1 - 7.0
Michigan,Lenawee,7.0,6.1 - 7.0
Michigan,Otsego,7.0,6.1 - 7.0
Mississippi,Harrison,7.0,6.1 - 7.0
Mississippi,Lowndes,7.0,6.1 - 7.0
Nevada,Lyon,7.0,6.1 - 7.0
New Hampshire,Sullivan,7.0,6.1 - 7.0
New Mexico,De Baca,7.0,6.1 - 7.0
New Mexico,Torrance,7.0,6.1 - 7.0
New York,Genesee,7.0,6.1 - 7.0
New York,Greene,7.0,6.1 - 7.0
New York,Schoharie,7.0,6.1 - 7.0
New York,Sullivan,7.0,6.1 - 7.0
North Carolina,Gaston,7.0,6.1 - 7.0
North Carolina,Madison,7.0,6.1 - 7.0
North Carolina,Perquimans,7.0,6.1 - 7.0
Ohio,Auglaize,7.0,6.1 - 7.0
Ohio,Licking,7.0,6.1 - 7.0
Ohio,Miami,7.0,6.1 - 7.0
Ohio,Ottawa,7.0,6.1 - 7.0
Oregon,Douglas,7.0,6.1 - 7.0
Oregon,Umatilla,7.0,6.1 - 7.0
Pennsylvania,Armstrong,7.0,6.1 - 7.0
Pennsylvania,Blair,7.0,6.1 - 7.0
Pennsylvania,Cambria,7.0,6.1 - 7.0
Pennsylvania,Columbia,7.0,6.1 - 7.0
Pennsylvania,Snyder,7.0,6.1 - 7.0
Pennsylvania,Warren,7.0,6.1 - 7.0
South Carolina,Anderson,7.0,6.1 - 7.0
South Carolina,Calhoun,7.0,6.1 - 7.0
South Carolina,Florence,7.0,6.1 - 7.0
South Carolina,Newberry,7.0,6.1 - 7.0
South Carolina,Oconee,7.0,6.1 - 7.0
South Dakota,Fall River,7.0,6.1 - 7.0
Tennessee,Hamilton,7.0,6.1 - 7.0
Tennessee,Knox,7.0,6.1 - 7.0
Tennessee,Sumner,7.0,6.1 - 7.0
Texas,Bee,7.0,6.1 - 7.0
Texas,Burleson,7.0,6.1 - 7.0
Texas,Caldwell,7.0,6.1 - 7.0
Texas,Deaf Smith,7.0,6.1 - 7.0
Texas,Frio,7.0,6.1 - 7.0
Texas,Grayson,7.0,6.1 - 7.0
Texas,Ochiltree,7.0,6.1 - 7.0
Texas,Oldham,7.0,6.1 - 7.0
Texas,Sherman,7.0,6.1 - 7.0
Texas,Ward,7.0,6.1 - 7.0
Virginia,Floyd,7.0,6.1 - 7.0
Virginia,Highland,7.0,6.1 - 7.0
Virginia,Madison,7.0,6.1 - 7.0
Virginia,Montgomery,7.0,6.1 - 7.0
Virginia,Northampton,7.0,6.1 - 7.0
Washington,Grays Harbor,7.0,6.1 - 7.0
Wisconsin,Clark,7.0,6.1 - 7.0
Wyoming,Carbon,7.0,6.1 - 7.0
Arkansas,Lonoke,7.1,7.1 - 8.1
Colorado,Delta,7.1,7.1 - 8.1
Colorado,Lincoln,7.1,7.1 - 8.1
Georgia,Chattahoochee,7.1,7.1 - 8.1
Georgia,Habersham,7.1,7.1 - 8.1
Georgia,Oglethorpe,7.1,7.1 - 8.1
Georgia,Putnam,7.1,7.1 - 8.1
Georgia,Richmond,7.1,7.1 - 8.1
Idaho,Camas,7.1,7.1 - 8.1
Idaho,Madison,7.1,7.1 - 8.1
Illinois,Carroll,7.1,7.1 - 8.1
Illinois,Crawford,7.1,7.1 - 8.1
Illinois,Livingston,7.1,7.1 - 8.1
Illinois,Richland,7.1,7.1 - 8.1
Illinois,Schuyler,7.1,7.1 - 8.1
Illinois,Winnebago,7.1,7.1 - 8.1
Indiana,Whitley,7.1,7.1 - 8.1
Iowa,Cass,7.1,7.1 - 8.1
Iowa,Decatur,7.1,7.1 - 8.1
Iowa,Montgomery,7.1,7.1 - 8.1
Kansas,Barber,7.1,7.1 - 8.1
Kansas,Bourbon,7.1,7.1 - 8.1
Kansas,Cowley,7.1,7.1 - 8.1
Kansas,Doniphan,7.1,7.1 - 8.1
Kansas,Graham,7.1,7.1 - 8.1
Kansas,Greenwood,7.1,7.1 - 8.1
Kentucky,Kenton,7.1,7.1 - 8.1
Kentucky,Spencer,7.1,7.1 - 8.1
Maine,Waldo,7.1,7.1 - 8.1
Maryland,Allegany,7.1,7.1 - 8.1
Maryland,Washington,7.1,7.1 - 8.1
Michigan,Houghton,7.1,7.1 - 8.1
Michigan,Manistee,7.1,7.1 - 8.1
Michigan,St. Clair,7.1,7.1 - 8.1
Mississippi,Hancock,7.1,7.1 - 8.1
Missouri,Jefferson,7.1,7.1 - 8.1
Missouri,Johnson,7.1,7.1 - 8.1
New Mexico,Quay,7.1,7.1 - 8.1
North Carolina,Clay,7.1,7.1 - 8.1
North Carolina,Mitchell,7.1,7.1 - 8.1
Ohio,Butler,7.1,7.1 - 8.1
Ohio,Hancock,7.1,7.1 - 8.1
Ohio,Summit,7.1,7.1 - 8.1
Oklahoma,Garfield,7.1,7.1 - 8.1
Oregon,Sherman,7.1,7.1 - 8.1
Pennsylvania,Carbon,7.1,7.1 - 8.1
Pennsylvania,Luzerne,7.1,7.1 - 8.1
Pennsylvania,Sullivan,7.1,7.1 - 8.1
South Carolina,Sumter,7.1,7.1 - 8.1
Texas,Archer,7.1,7.1 - 8.1
Texas,Brooks,7.1,7.1 - 8.1
Texas,Colorado,7.1,7.1 - 8.1
Texas,Comanche,7.1,7.1 - 8.1
Texas,Coryell,7.1,7.1 - 8.1
Texas,Garza,7.1,7.1 - 8.1
Texas,Jackson,7.1,7.1 - 8.1
Texas,Kenedy,7.1,7.1 - 8.1
Texas,Refugio,7.1,7.1 - 8.1
Texas,Wharton,7.1,7.1 - 8.1
Texas,Wise,7.1,7.1 - 8.1
Virginia,King and Queen,7.1,7.1 - 8.1
Virginia,Rockbridge,7.1,7.1 - 8.1
Virginia,Portsmouth,7.1,7.1 - 8.1
Wisconsin,Menominee,7.1,7.1 - 8.1
Wyoming,Fremont,7.1,7.1 - 8.1
California,Lake,7.2,7.1 - 8.1
California,Lassen,7.2,7.1 - 8.1
Colorado,Otero,7.2,7.1 - 8.1
Georgia,Baldwin,7.2,7.1 - 8.1
Georgia,Bulloch,7.2,7.1 - 8.1
Georgia,Haralson,7.2,7.1 - 8.1
Georgia,Lowndes,7.2,7.1 - 8.1
Georgia,Twiggs,7.2,7.1 - 8.1
Indiana,Dearborn,7.2,7.1 - 8.1
Indiana,Wells,7.2,7.1 - 8.1
Iowa,Wayne,7.2,7.1 - 8.1
Kansas,Allen,7.2,7.1 - 8.1
Kansas,Barton,7.2,7.1 - 8.1
Kansas,Cheyenne,7.2,7.1 - 8.1
Kansas,Crawford,7.2,7.1 - 8.1
Kansas,Haskell,7.2,7.1 - 8.1
Kansas,Scott,7.2,7.1 - 8.1
Louisiana,Livingston,7.2,7.1 - 8.1
Maryland,Caroline,7.2,7.1 - 8.1
Michigan,Cass,7.2,7.1 - 8.1
Michigan,Mason,7.2,7.1 - 8.1
Mississippi,Oktibbeha,7.2,7.1 - 8.1
Nebraska,Pawnee,7.2,7.1 - 8.1
New Jersey,Cumberla,7.2,7.1 - 8.1
New Mexico,Socorro,7.2,7.1 - 8.1
New York,Cortland,7.2,7.1 - 8.1
North Carolina,Alexander,7.2,7.1 - 8.1
North Carolina,Person,7.2,7.1 - 8.1
North Carolina,Stanly,7.2,7.1 - 8.1
Ohio,Clermont,7.2,7.1 - 8.1
Ohio,Mercer,7.2,7.1 - 8.1
Ohio,Portage,7.2,7.1 - 8.1
Oklahoma,Comanche,7.2,7.1 - 8.1
Oklahoma,Custer,7.2,7.1 - 8.1
Oklahoma,Grant,7.2,7.1 - 8.1
Oklahoma,Harper,7.2,7.1 - 8.1
Oklahoma,Major,7.2,7.1 - 8.1
Oregon,Grant,7.2,7.1 - 8.1
Pennsylvania,Huntingdon,7.2,7.1 - 8.1
Pennsylvania,Indiana,7.2,7.1 - 8.1
Pennsylvania,Lawrence,7.2,7.1 - 8.1
Pennsylvania,Mercer,7.2,7.1 - 8.1
Pennsylvania,Somerset,7.2,7.1 - 8.1
Pennsylvania,Susquehanna,7.2,7.1 - 8.1
Pennsylvania,Venango,7.2,7.1 - 8.1
South Carolina,Greenwood,7.2,7.1 - 8.1
South Carolina,Pickens,7.2,7.1 - 8.1
Tennessee,Maury,7.2,7.1 - 8.1
Texas,Cooke,7.2,7.1 - 8.1
Texas,Hale,7.2,7.1 - 8.1
Texas,Hardeman,7.2,7.1 - 8.1
Texas,Hutchinson,7.2,7.1 - 8.1
Texas,Runnels,7.2,7.1 - 8.1
Texas,Zavala,7.2,7.1 - 8.1
Virginia,Campbell,7.2,7.1 - 8.1
Washington,Adams,7.2,7.1 - 8.1
Alabama,Coffee,7.3,7.1 - 8.1
Alabama,Lauderdale,7.3,7.1 - 8.1
Alabama,St. Clair,7.3,7.1 - 8.1
Arizona,Gila,7.3,7.1 - 8.1
Arizona,La Paz,7.3,7.1 - 8.1
California,Tehama,7.3,7.1 - 8.1
Georgia,Bibb,7.3,7.1 - 8.1
Georgia,Burke,7.3,7.1 - 8.1
Georgia,Stephens,7.3,7.1 - 8.1
Georgia,Troup,7.3,7.1 - 8.1
Georgia,Whitfield,7.3,7.1 - 8.1
Idaho,Jerome,7.3,7.1 - 8.1
Idaho,Lewis,7.3,7.1 - 8.1
Idaho,Washington,7.3,7.1 - 8.1
Illinois,Bond,7.3,7.1 - 8.1
Illinois,Christian,7.3,7.1 - 8.1
Illinois,Douglas,7.3,7.1 - 8.1
Illinois,Edgar,7.3,7.1 - 8.1
Illinois,Edwards,7.3,7.1 - 8.1
Illinois,Jefferson,7.3,7.1 - 8.1
Illinois,Wabash,7.3,7.1 - 8.1
Indiana,Decatur,7.3,7.1 - 8.1
Indiana,Kosciusko,7.3,7.1 - 8.1
Indiana,Lake,7.3,7.1 - 8.1
Indiana,Marion,7.3,7.1 - 8.1
Indiana,Steuben,7.3,7.1 - 8.1
Indiana,Warren,7.3,7.1 - 8.1
Iowa,Davis,7.3,7.1 - 8.1
Iowa,Lucas,7.3,7.1 - 8.1
Iowa,Wapello,7.3,7.1 - 8.1
Kansas,Anderson,7.3,7.1 - 8.1
Kansas,Kearny,7.3,7.1 - 8.1
Kansas,Labette,7.3,7.1 - 8.1
Kansas,Wyandotte,7.3,7.1 - 8.1
Kentucky,Jefferson,7.3,7.1 - 8.1
Louisiana,St. James,7.3,7.1 - 8.1
Maine,Kennebec,7.3,7.1 - 8.1
